version	cycles	frames_per_cycle	total_frames	total_instructions	median_fps	p95_fps	min_fps	max_fps	first_half_median_fps	second_half_median_fps	fps_half_delta_pct	median_mips	timeouts	crashes	signature	premeasure_heap	first_heap	min_heap	peak_heap	end_heap	steady_peak_drift	retained_span	end_growth	absolute_heap_limit	end_growth_limit	pass
0.8.8.4	16	80	1280	7177391200	10.723	10.938	7.381	10.958	10.748	10.614	-1.24	60.129	0	0	80/448586950/79/77/false	3040472	3045192	3045192	3047808	3047808	2616	2616	2616	67108864	2097152	true
